shortme	for2591_id	species	sex	strain	animal_id	treatment	subproject	groups	mod	repeats	bwc	rgs	tint_mouse	nesting_rat	burrowing_rat	openfield_rat	cort_plasma	cort_fec	cort_fur_hair	food	social_interaction	Sacc_pref	OF_rearing_frequency	Of_immobile_duration	OF_center_time	BWB_WB	BWB_entries_in_BB	BWB_streching	BWB_LT	EPM_stretching	EPM_head_dip	EPM_closed_arms_duration	EPM_open_arms_duration	EPM_open1_3	Adrel_glands	Creatincise	Oxytocin	BDNF	Irwin	Seizures_n	Seizures_duration	Act_d	Act_n	HR_d	HR_n	NN.I_d	NN.I_n	NNx_d	NNx_n	pNNx_d	pNNx_n	RMSSD_d	RMSSD_n	SDNN_d	SDNN_n	MPPF_hippocampus_L	MPPF_hippocampus_R	MPPF_mPFC	MPPF_septum	FDG_mPFC	FDG_septum	FDG_amygdala	FDG_striatum	FDG_hypothalamus	FDG_thalamus	FDG_parietal_cortex	FDG_hippocampus	Init.ADT	Init.SD	total.SD	Mean.SD
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 35	SE	tel	chem_tel_SE	chem	1		1		1	353.8			2.3																					3	0		0.0495	0.0678	431.4023	451.9097	139.4191	133.4764	65.0038168	39.1736111	3.21763473	1.85683333	3.503128	3.006644	6.249289	5.081703																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 36	SE	tel	chem_tel_SE	chem	1		1		1	2040.3			2.6																					2	0		0.0331	0.0676	379.318	417.2639	158.4235	144.5361	10.7290076	2.2048611	0.73663244	0.14327986	1.844545	1.493169	3.9613	3.49457																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 19	sham	tel	chem_tel_sham	chem	1		2		2	2038.3			3.8																					0	0		0.0167	0.0439	312.1303	354.8456	194.8085	171.1125	18.8282443	13.3263158	1.46171794	1.34964772	3.06815	2.827302	7.837629	8.621407																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 23	sham	tel	chem_tel_sham	chem	1		3		3	1591.4			3.7																					0	0		0.0315	0.051	340.1571	371.6806	178.6806	164.0795	111.8320611	56.7013889	7.30069809	3.2927316	5.089753	3.999914	9.63572	8.97345																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 25	sham	tel	chem_tel_sham	chem	1		3		3	1822.5			3.6																					0	0		0.0228	0.0631	330.7761	389.6875	184.1365	155.6913	48.7680608	21.9409722	3.17041331	1.23350833	3.942317	3.191931	9.124106	8.760982																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 26	sham	tel	chem_tel_sham	chem	1		2		2	1650			3.9																					0	0		0.0212	0.0361	352.8533	385.4306	171.4431	156.9243	6.6692015	7.6493056	0.4169981	0.42463646	2.508585	2.455386	6.163	6.565874																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 32	sham	tel	chem_tel_sham	chem	1		2		2	2005.3			3.1																					0	0		0.0156	0.0409	344.6935	375.5903	175.2048	161.1947	2.778626	2.8263889	0.20091527	0.25080069	1.846813	1.848665	5.395337	5.568029																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 43	sham	tel	chem_tel_sham	chem	1		1		1	1967.9			2.2																					0	0		0.0436	0.0644	385.154	411.2606	157.3729	147.3183	13.6425855	12.4930556	0.90336274	0.75491389	2.355817	2.236356	5.958713	5.419402																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 20	SE	tel	chem_tel_SE	chem	2		2		2	2022.1			7.4																					1	0		0.0278	0.0735	400.5415	443.9688	150.4844	135.8872	1.013245	1	0.05310232	0.05125799	1.472109	1.247657	4.148358	3.314544																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 21	SE	tel	chem_tel_SE	chem	2		3		3	1969			5.3																					3	0		0.0277	0.0733	391.5714	429.2361	154.4399	140.3115	2.1953642	2.3402778	0.14257815	0.16147292	2.194494	1.985372	5.411809	5.273564																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 22	SE	tel	chem_tel_SE	chem	2		2		2	0			4.4																					5	0		0.0219	0.1274	366.3428	427.1424	164.3325	140.5176	4.7517241	1.9409722	0.7511894	0.12903299	2.372349	2.215291	6.753596	4.944144																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 24	SE	tel	chem_tel_SE	chem	2		1		1	1323.5																								4	0		0.0334	0.0752	379.9435	421.9965	159.9657	142.972	12.1324503	2	0.71632152	0.10715	2.399481	2.182481	6.234927	6.63468																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 27	SE	tel	chem_tel_SE	chem	2		3		3	333.8			6.1																					5	0		0.0283	0.085	358.6113	403.4549	168.5948	149.5423	5.1357616	3.5520833	0.31889669	0.2345441	2.191223	1.847516	5.447725	4.962168																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 29	SE	tel	chem_tel_SE	chem	2		3		3	65.7			4.2																					1	0		0.0237	0.091	383.8829	435.3611	157.4044	138.6283	7.3953488	9.7951389	0.41966146	0.57446076	2.039975	2.263671	4.697347	5.032107																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 30	SE	tel	chem_tel_SE	chem	2		2		2	941.8																								3	0		0.0299	0.0876	375.0303	425.1568	159.8278	142.0928	1.5733333	1.4390244	0.10192167	0.08629268	1.725632	1.591701	4.128819	3.958952																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 31	SE	tel	chem_tel_SE	chem	2		3		3	516.9			2.8																					2	0		0.0399	0.071	365.1405	409.441	165.6813	147.8254	53.3255814	30.4479167	3.0744701	1.61651944	2.982665	2.580659	7.222342	7.177266																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 34	SE	tel	chem_tel_SE	chem	2		3		3	272.9			5.9																					2	0		0.034	0.082	364.1304	411.0521	165.8422	146.9016	4.9534884	1.3923611	0.28909867	0.07630451	2.345268	1.703902	5.508584	4.096641																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 35	SE	tel	chem_tel_SE	chem	2		3		3	2038.8			3.9																					4	0		0.0236	0.0549	367.5518	428.6215	164.7074	141.1536	111.8372093	64.8819444	6.48917741	3.41887951	4.648586	3.66475	7.508164	6.174159																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 36	SE	tel	chem_tel_SE	chem	2		3		3	1477.3			3																					3	0		0.0327	0.0832	355.4147	412.7188	170.0516	146.4232	49.3222591	12.6631944	3.12492957	0.78018681	3.068402	2.231274	5.96165	5.247534																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 19	sham	tel	chem_tel_sham	chem	2		3		3	2041.4			4.7																					0	0		0.0459	0.0774	308.6419	362.5825	197.4354	166.9537	18.1308725	11.4722222	1.64791577	1.05823368	2.763056	2.378864	7.10938	7.711435																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 23	sham	tel	chem_tel_sham	chem	2		3		3	1583.5			3.8																					0	0		0.0311	0.0515	329.3746	378.1597	184.6316	160.929	166.4717608	30.4791667	10.97669834	1.62559201	5.738405	3.247373	11.313727	9.041052																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 25	sham	tel	chem_tel_sham	chem	2		3		3	1940.1			2.3																					0	0		0.034	0.0513	335.0365	390.25	182.05	156.7492	54.692053	21.8606272	3.57149503	1.25117352	4.148426	3.258783	9.573654	8.345168																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 26	sham	tel	chem_tel_sham	chem	2		3		3	1433.2			2.9																					0	0		0.0234	0.0375	337.4684	375.434	179.6287	161.157	12.218543	8.4722222	0.80561987	0.47628437	2.831851	2.569722	6.858136	6.69044																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 32	sham	tel	chem_tel_sham	chem	2		3		3	1955.4			4																					0	0		0.0249	0.0737	344.7659	390.441	174.9006	154.4096	4.4584718	3.0104167	0.19826512	0.32922708	2.022294	2.056815	5.957009	6.955971																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 43	sham	tel	chem_tel_sham	chem	2		3		3	1751.5			7.7																					0	0		0.0445	0.0758	351.2957	391.9201	172.4934	154.3174	19.4039735	18.4027778	1.1671308	0.9997684	3.10953	2.758392	8.117837	8.99313																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 20	SE	tel	chem_tel_SE	chem	3	40.9950473	3		3	0	2129.414	14.961	31.7			49	81.4	0	487.8	156.68	211.08	0	0	299	0	0	140.4	20.16	8.48	0.0785			890.94	4	135	9290	0.0155	0.0349	383.5714	420.5556	157.3823	143.4566	2.0152672	1.3611111	0.11032069	0.06975139	1.915367	1.558939	4.9956	4.6247																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 21	SE	tel	chem_tel_SE	chem	3	25.5976676	3		3	560	9313.229	20.138	7.9			189	78.4	41	19.48	76.76	35.96	5	3	0.68	0	30	69.16	335.04	119.92	0.0511			779.61	3	6	1273	0.0274	0.067	400.2857	434.5729	150.7737	138.963	7.3269962	5.5208333	0.4046229	0.32070662	2.112863	2.055455	5.0112	5.1338																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 22	SE	tel	chem_tel_SE	chem	3	28.6007026	1		1	397	8399.872	18.943	6.7			144	90.3	49	101.36	115.48	96.2	4	4	2.64	0	42	20.12	353.44	124.6	0.0612			848.61	2	1	175	0.0261	0.1227	347.4522	418.3056	172.9364	144.4464	8.7569721	3.6527778	0.53377773	0.20310625	2.697488	2.11749	5.618	5.4801																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 24	SE	tel	chem_tel_SE	chem	3	44.9323575				0																								5	59	5051	0.0281	0.0628	374.2564	412.2951	162.1041	147.2987	15.4319066	3.0659722	1.02346512	0.1706059	2.639056	2.298561	5.9013	6.0638																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 27	SE	tel	chem_tel_SE	chem	3	30.5704784	2		2	84.2	10485.876	20.203	8.5			49	26.2	60	28.28	34	46.68	3	3	13.4	0	31	26.4	371.16	130	0.0786			795.35	2	7	826	0.0163	0.0607	346.1392	394.5833	174.0985	153.468	5.5361217	7.0451389	0.33203692	0.35937083	2.417516	2.112651	6.3489	6.1107																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 29	SE	tel	chem_tel_SE	chem	3	11.973466	2		2	1604.3	9401.397	32.814	6.2			92	90.7	100	15.52	38.16					0	38	59.92	327.52	116.28	0.0568			523.76	0	2	838	0.0204	0.0556	340.1103	403.6076	179.1075	149.8044	11.4566038	17.804878	0.73882197	0.9242115	2.514664	2.787288	5.9167	6.6433																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 30	SE	tel	chem_tel_SE	chem	3	29.7447932	1		1	2500	1806.817					189		0	559.96	2.84	299	0	0		0	0	0	0	0					5	31	3891	0.0353	0.087	341.8556	387.0104	173.4658	153.7359	3.2377358	3.6794425	0.20376439	0.20412718	2.346354	2.136041	6.1043	6.5758																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 31	SE	tel	chem_tel_SE	chem	3	18.2378312	2		2	582	8480.86	30.304	4.6			144	89	23	144.48	24.6	90.24	6	4	43.48	0	36	73.44	322.28	126.44	0.0609			768.91	4	2	798	0.0265	0.061	375.4632	406.3021	161.1528	149.1586	53.8288973	21.4529617	3.05726174	1.13123798	3.78843	3.047006	6.6132	6.3794																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 34	SE	tel	chem_tel_SE	chem	3	26.2761506	2		2	125.2	9621.081	5.841	5			125	93.1	105	66.56	79.8	6.36	3	3	0	2	35	52.88	330.96	120.32	0.0712			484.76	4	2	285	0.0351	0.0755	345.0956	396.0382	176.2685	152.843	42.9307692	10.7692308	2.89859621	0.65849442	3.681849	2.334769	7.4268	5.7406																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 35	SE	tel	chem_tel_SE	chem	3	20.8320202	2		2	1821.6	9798.325	24.863	5.1			92	87.3	87	47.92	64.88	20.64	3	2	0.28	0	33	71.36	261.96	68.04	0.0533			568.13	0	1	37	0.0277	0.0636	367.0993	418.2014	165.1123	144.9593	86.8716577	62.4681648	6.09123405	3.37054552	4.879946	3.845383	7.5658	6.9335																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 36	SE	tel	chem_tel_SE	chem	3	26.3273728	2		2	7.7	6984.314	8.249	9.2			125	83.2	45	161.36	79.4	71.52	8	4	0	3	39	81.32	268.16	86.4	0.0657			468.72	4	3	331	0.0194	0.0412	335.9336	355.7153	171.8776	158.7527	10.1574468	8.6423358	3.57571027	1.36313345	3.30644	2.487986	5.7999	5.4757																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 19	sham	tel	chem_tel_sham	chem	3	10.6546426	3		3	1414.2	7508.631	4.564	7.2			425	93.6	38	46.52	75.8	75.24	6	7	19.92	1	32	48.36	256.4	81.16	0.0577			1007.7	0	0		0.0287	0.0569	301.3702	348.4982	196.1324	169.6453	21.8773946	24.8461539	1.78891073	1.73431224	3.099191	2.930374	7.0668	7.6515																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 23	sham	tel	chem_tel_sham	chem	3	8.9624157	2		2	1505.1	6297.438	7.996	6.1			425	92.5	29	92.24	56.16	181	9	3	24.84	0	32	40.88	321.2	118.44	0.0736			631.55	0	0		0.0298	0.0496	325.0182	386.4062	185.7703	157.2003	79.0350877	34.4899598	5.48509365	2.41833864	7.431526	3.85941	12.5306	9.7948																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 25	sham	tel	chem_tel_sham	chem	3	12.8581412	3		3	1751.2	7103.982	34.673	9.1			391	92.7	46	41.96	82.88	112.84	7	10	25.2	3	37	61.8	230.32	72.64	0.0658			842.82	0	0		0.0339	0.0461	328.1209	375.934	184.6835	164.0831	45.3003802	24.9895833	2.9978397	1.48584826	3.856956	3.274597	9.3865	8.7805																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 26	sham	tel	chem_tel_sham	chem	3	9.8201936	3		3	2012.8	7257.499	33.333	4.8			408	86.7	32	55	89.72	124.08	11	9	0.64	18	11	191.16	0	0	0.057			713.24	0	0		0.025	0.0418	333.8419	367.9618	180.9276	164.9594	10.3129771	9.4340278	0.70866858	0.56340417	2.798134	2.737524	6.8765	7.1198																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 32	sham	tel	chem_tel_sham	chem	3	6.5263158	3		3	1459.1	6985.27	67.148	6.3			391	90.9	46	129.92	90.04	129.64	6	12	47.88	0	29	83.88	210.12	69.92	0.0584			771.82	0	0		0.0132	0.0216	338.4432	359.8601	169.1168	161.0253	4.7584906	3.097561	0.30439204	0.20671603	2.130856	1.893404	5.2079	5.0609																
PostSE_chemical_telemetry	P11	rat	female	Sprague Dawley	Ko 43	sham	tel	chem_tel_sham	chem	3	15.3211955	3		3	1405.7	7506.868	6.443	10.2			408	94.5	60	104.12	58	133.64	10	3	1.2	1	31	80	194.64	55.72	0.0617			1156.72	0	0		0.0215	0.0426	362.2747	405.0069	166.7389	149.7681	13.3193916	9.3576389	0.78709924	0.48820139	2.749482	2.264964	7.125	6.6189																
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL1	ive	pet	chem_pet_ive	chem	-1					874																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL2	ive	pet	chem_pet_ive	chem	-1					262.8																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL6	ive	pet	chem_pet_ive	chem	-1					909.5																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL15	ive	pet	chem_pet_ive	chem	-1					537.1																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL23	ive	pet	chem_pet_ive	chem	-1					1177.7																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL24	ive	pet	chem_pet_ive	chem	-1					498.3																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL25	ive	pet	chem_pet_ive	chem	-1					1386.6																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL26	ive	pet	chem_pet_ive	chem	-1					624.5																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL35	ive	pet	chem_pet_ive	chem	-1					1343																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL36	ive	pet	chem_pet_ive	chem	-1					583.9																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL42	ive	pet	chem_pet_ive	chem	-1					1540.4																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL43	ive	pet	chem_pet_ive	chem	-1					1784.2																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL3	SE	pet	chem_pet_SE	chem	-1					597.8																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL9	SE	pet	chem_pet_SE	chem	-1					444.7																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL10	SE	pet	chem_pet_SE	chem	-1					773.3																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL13	SE	pet	chem_pet_SE	chem	-1					569.8																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL14	SE	pet	chem_pet_SE	chem	-1					1250.3																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL18	SE	pet	chem_pet_SE	chem	-1					713.2																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL27	SE	pet	chem_pet_SE	chem	-1					979.6																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL28	SE	pet	chem_pet_SE	chem	-1					681.7																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL32	SE	pet	chem_pet_SE	chem	-1					927.8																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL37	SE	pet	chem_pet_SE	chem	-1					951																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL39	SE	pet	chem_pet_SE	chem	-1					761.5																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL40	SE	pet	chem_pet_SE	chem	-1					990																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL44	SE	pet	chem_pet_SE	chem	-1					1012.4																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL4	sham	pet	chem_pet_sham	chem	-1					544.8																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL5	sham	pet	chem_pet_sham	chem	-1					287.3																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL7	sham	pet	chem_pet_sham	chem	-1					780																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL11	sham	pet	chem_pet_sham	chem	-1					674																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL12	sham	pet	chem_pet_sham	chem	-1					585.6																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL19	sham	pet	chem_pet_sham	chem	-1					1914.9																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL20	sham	pet	chem_pet_sham	chem	-1					1079.3																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL21	sham	pet	chem_pet_sham	chem	-1					496.1																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL29	sham	pet	chem_pet_sham	chem	-1					362																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL34	sham	pet	chem_pet_sham	chem	-1					472.3																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL41	sham	pet	chem_pet_sham	chem	-1					571.6																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL45	sham	pet	chem_pet_sham	chem	-1																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL1	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL2	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL6	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL15	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL23	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL24	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL25	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL26	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL35	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL36	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL42	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL43	ive	pet	chem_pet_ive	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL3	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL9	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL10	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL13	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL14	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL18	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL27	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL28	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL32	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL37	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL39	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL40	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL44	SE	pet	chem_pet_SE	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL4	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL5	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL7	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL11	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL12	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL19	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL20	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL21	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL29	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL34	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL41	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL45	sham	pet	chem_pet_sham	chem	0																														0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL1	ive	pet	chem_pet_ive	chem	1				2	1650.5																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL2	ive	pet	chem_pet_ive	chem	1				3	1987.6																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL6	ive	pet	chem_pet_ive	chem	1				3	757.1																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL15	ive	pet	chem_pet_ive	chem	1				3	1694.6																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL23	ive	pet	chem_pet_ive	chem	1				3	1178.9																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL24	ive	pet	chem_pet_ive	chem	1				3	1681.6																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL25	ive	pet	chem_pet_ive	chem	1				2	1183																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL26	ive	pet	chem_pet_ive	chem	1				2	1679.9																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL35	ive	pet	chem_pet_ive	chem	1				2	1391.9																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL36	ive	pet	chem_pet_ive	chem	1				3	1622.8																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL42	ive	pet	chem_pet_ive	chem	1				2	1860.1																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL43	ive	pet	chem_pet_ive	chem	1				1	1224.2																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL3	SE	pet	chem_pet_SE	chem	1				2	0																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL9	SE	pet	chem_pet_SE	chem	1				1	593.1																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL10	SE	pet	chem_pet_SE	chem	1				1	874.8																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL13	SE	pet	chem_pet_SE	chem	1				2	0																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL14	SE	pet	chem_pet_SE	chem	1				2	639.1																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL18	SE	pet	chem_pet_SE	chem	1				2	0																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL27	SE	pet	chem_pet_SE	chem	1				1	0																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL28	SE	pet	chem_pet_SE	chem	1				2	0																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL32	SE	pet	chem_pet_SE	chem	1				1	0																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL37	SE	pet	chem_pet_SE	chem	1				1	273.3																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL39	SE	pet	chem_pet_SE	chem	1				2	179.2																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL40	SE	pet	chem_pet_SE	chem	1				2	0																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL44	SE	pet	chem_pet_SE	chem	1				2	0																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL4	sham	pet	chem_pet_sham	chem	1				2	1446.6																									0																															
PostSE_chemical_PET	P11	rat	female	Sprague Dawley	DL5	sham	pet	chem_pet_sham	chem	1				2	1474.2																									0																															
